obs	hh_code	round	year	state	age	edu	off_incUS	hhexpend_pc	hhsize_ae	area_ha	cotarea_ha	bt	bt_ha	kcal_tot	kcal_nutr
823	250	2	2004	3	32	10	9.210648	214.8704	2.4	0.4047	0.4047	1	0.4047	2639	569.4654
824	250	4	2008	3	36	10	1842.13	1128.754	3.2	0.8094	1.01175	1	1.01175	4243	1673.15
825	251	1	2002	3	60	0	0	190.3775	5.1	1.6188	1.6188	0	0	2761	841.8849
826	251	2	2004	3	62	0	0	269.9474	5.8	3.03525	0.8094	1	1.2141	4508	667.7238
827	251	3	2006	3	64	0	0	269.3051	4.9	2.22585	1.2141	1	1.2141	4116	1081.562
828	251	4	2008	3	66	0	0	310.0276	5	2.22585	1.6188	1	1.6188	2623	676.1177
829	252	1	2002	3	32	12	0	257.0989	4.6	2.0235	1.41645	1	0.60705	3298	1007.879
830	252	2	2004	3	34	12	0	116.4165	3.2	1.82115	1.82115	1	1.6188	2408	569.9479
831	252	3	2006	3	36	12	0	203.9352	3.2	2.4282	1.01175	1	1.01175	2500	414.8188
832	252	4	2008	3	38	12	0	292.0782	3.2	1.6188	1.2141	1	1.2141	2754	531.7258
833	253	1	2002	3	26	13	1768.444	247.4969	4.4	4.047	1.2141	0	0	3587	1600.133
834	253	2	2004	3	28	13	221.0555	683.9473	5.3	4.047	2.0235	1	0.8094	2576	767.8948
835	253	3	2006	3	30	13	0	370.6768	4.3	2.4282	1.6188	1	1.6188	3218	739.6806
836	253	4	2008	3	32	13	0	497.2842	6.6	4.047	2.4282	1	2.4282	4423	1087.896
837	254	1	2002	3	55	3	221.0555	281.2269	6.1	4.047	2.0235	1	2.0235	3653	723.059
838	254	2	2004	3	57	3	552.6389	351.5064	6.3	3.6423	2.8329	1	0.8094	2826	1059.118
839	254	3	2006	3	59	3	1657.917	707.9379	4.9	4.8564	1.2141	1	1.2141	3728	679.0234
840	254	4	2008	3	61	3	2947.407	693.2164	7.4	6.4752	3.2376	1	3.2376	3669	926.0544
841	255	1	2002	3	40	0	0	115.8145	4.1	1.6188	1.2141	0	0	2273	453.2191
842	255	3	2006	3	44	0	0	160.2429	5.4	0.8094	0.4047	1	0.4047	2005	572.1614
843	256	1	2002	3	55	5	221.0555	217.5626	4.9	2.8329	1.2141	1	0.8094	3162	795.496
844	256	2	2004	3	57	5	0	180.5886	5.4	2.4282	1.6188	0	0	2640	547.6696
845	256	3	2006	3	59	5	0	111.6901	5.2	1.82115	1.01175	1	1.01175	4167	361.0676
846	256	4	2008	3	61	5	1289.491	363.9383	6.6	2.63055	1.2141	1	1.2141	2567	681.7567
847	257	1	2002	3	75	1	2210.555	285.3403	6.1	4.047	2.63055	1	1.6188	3391	905.4711
848	257	2	2004	3	77	1	552.6389	852.5303	8.4	4.047	2.4282	1	0.8094	3001	972.3538
849	257	3	2006	3	79	1	0	591.0427	5.4	3.2376	1.41645	1	1.41645	3139	761.956
850	257	4	2008	3	81	1	1289.491	617.2975	3.6	4.047	1.6188	1	1.6188	3485	1067.356
851	258	1	2002	3	50	8	184.213	395.0061	5.2	2.8329	0.8094	0	0	1837	741.388
852	258	2	2004	3	52	8	18.4213	285.0083	5.2	3.2376	0.8094	1	0.4047	3874	1201.534
853	258	3	2006	3	54	8	0	273.047	4.5	4.047	1.01175	1	1.01175	3390	621.22
854	258	4	2008	3	56	8	55.26389	796.6074	5.4	3.43995	1.2141	1	1.2141	2716	679.713
855	259	1	2002	3	45	0	0	173.2663	3.6	4.047	2.63055	0	0	2229	1011.509
856	259	2	2004	3	47	0	92.10648	186.5242	5	4.047	2.4282	0	0	2292	696.5821
857	259	3	2006	3	49	0	0	282.2667	4.6	4.047	2.4282	1	2.4282	2502	904.8926
858	259	4	2008	3	51	0	368.4259	479.2178	1.8	4.047	4.047	1	4.047	4501	1385.047
859	260	1	2002	3	30	10	0	182.3451	2.8	2.0235	1.41645	1	1.01175	4278	782.7167
860	260	3	2006	3	34	10	0	365.5723	3.2	1.6188	1.41645	1	1.41645	3805	1200.272
861	260	4	2008	3	36	10	0	599.2354	3.3	1.2141	1.01175	1	1.01175	3640	1218.902
862	261	1	2002	3	45	7	0	122.6713	3.3	0.8094	0.8094	0	0	1916	531.8983
863	261	2	2004	3	47	7	151.0546	176.3756	3.4	0.8094	0.8094	1	0.4047	2820	561.8268
864	261	3	2006	3	49	7	0	214.3557	4	0.8094	0.8094	1	0.4047	2802	477.1467
865	261	4	2008	3	51	7	0	555.9664	3.6	0.8094	2.0235	1	2.0235	3657	1062.654
866	262	1	2002	3	42	2	0	224.446	3.2	2.4282	0.8094	0	0	2280	683.8722
867	262	2	2004	3	44	2	0	321.794	3.2	2.0235	0.60705	0	0	3284	846.369
868	262	3	2006	3	46	2	0	548.6957	3.3	3.2376	0.60705	1	0.60705	3785	1015.929
869	263	1	2002	3	43	12	0	129.1342	5.1	4.8564	0.8094	0	0	2524	727.7279
870	263	2	2004	3	45	12	0	295.548	4.4	4.047	1.2141	1	0.8094	2661	479.1693
871	264	1	2002	3	50	12	0	195.6709	3.6	4.047	0.4047	0	0	3068	1272.314
872	264	2	2004	3	52	12	27.63194	106.2756	3.7	2.8329	1.2141	0	0	2345	349.6592
873	264	3	2006	3	54	12	0	365.4749	2.6	1.2141	0.4047	1	0.4047	4161	1209.665
874	264	4	2008	3	56	12	0	3131.445	2.6	0.4047	1.6188	0	0	2637	588.7073
875	265	1	2002	3	45	0	0	260.3396	7.1	0.8094	0.4047	0	0	1597	439.8814
876	265	2	2004	3	47	0	230.2662	158.9106	7.2	0.8094	0.8094	1	0.8094	2461	652.8199
877	265	3	2006	3	49	0	0	284.7013	5.3	0.8094	2.0235	1	2.0235	4030	1006.706
878	265	4	2008	3	51	0	368.4259	221.1359	6.6	0.8094	0.8094	1	0.8094	2583	352.5448
879	266	1	2002	3	26	10	92.10648	199.1916	3.2	0.60705	0.4047	1	0.4047	3691	696.8101
880	266	2	2004	3	28	10	0	152.0691	2.8	1.82115	0.4047	1	1.2141	3905	1019.297
881	267	1	2002	3	35	10	221.0555	258.2043	3.8	1.2141	0.4047	0	0	3119	882.4484
882	267	2	2004	3	37	10	274.4773	352.6224	5.1	1.2141	0.60705	1	0.60705	3655	1547.131
883	267	3	2006	3	39	10	221.0555	297.2521	4.2	0.8094	0.8094	1	0.8094	2837	445.769
884	267	4	2008	3	41	10	644.7453	526.4979	4.2	1.2141	0.60705	1	0.60705	2514	783.9365
885	268	1	2002	3	46	10	1980.289	158.4399	9.1	4.047	2.0235	1	1.01175	2587	413.3451
886	268	2	2004	3	48	10	1031.593	273.7517	10.8	6.0705	2.4282	1	1.6188	2194	354.4016
887	268	3	2006	3	50	10	0	1147.088	3.4	6.0705	2.4282	1	2.4282	3424	830.4504
888	268	4	2008	3	52	10	663.1666	638.3387	5.2	6.0705	2.4282	1	2.4282	2406	584.0466
889	269	1	2002	3	38	10	368.4259	218.096	5.1	2.4282	0.8094	0	0	2051	756.6801
890	269	2	2004	3	40	10	0	385.8572	4.3	4.8564	2.0235	1	1.6188	3845	791.1061
891	269	3	2006	3	42	10	0	641.5449	3.3	2.4282	3.2376	1	3.2376	3848	1028.503
892	269	4	2008	3	44	10	0	688.4933	4.1	4.047	3.2376	1	3.2376	2937	1092.031
893	270	1	2002	3	55	10	0	213.4592	1.8	4.047	2.4282	0	0	3161	1282.489
894	270	2	2004	3	57	10	1105.278	503.8427	1.8	4.8564	4.047	1	2.0235	3820	1150.692
895	270	3	2006	3	59	10	0	289.3186	3.6	4.047	4.047	1	4.047	2190	489.9145
896	270	4	2008	3	61	10	9.210648	558.3605	1.8	3.2376	0.8094	1	0.8094	3950	1187.693
897	271	1	2002	3	55	7	442.1111	262.1584	4	2.4282	1.6188	0	0	2906	1046.726
898	271	2	2004	3	57	7	0	192.3602	3.1	2.8329	2.8329	0	0	2583	892.8594
899	271	3	2006	3	59	7	0	344.5469	3.3	2.0235	1.6188	0	0	2900	1152.864
900	272	1	2002	3	50	15	0	261.0751	1.8	4.047	2.4282	0	0	3434	1141.765
901	272	2	2004	3	52	15	0	386.5848	1.8	4.65405	3.03525	1	0.8094	2841	886.8395
902	272	3	2006	3	54	15	0	247.5377	2.6	4.8564	3.2376	1	3.2376	2781	799.1614
903	272	4	2008	3	56	15	3684.259	537.6285	1.8	3.2376	3.2376	1	3.2376	3992	1345.958
904	273	1	2002	3	40	10	0	147.8211	4.2	5.2611	0.8094	0	0	2505	578.8832
905	273	2	2004	3	42	10	18.4213	228.9222	4.2	4.047	2.4282	1	2.4282	2527	280.9032
906	273	3	2006	3	44	10	0	597.6613	3.3	4.047	3.2376	1	3.2376	2877	460.4571
907	273	4	2008	3	46	10	165.7917	770.707	3.3	5.2611	4.047	1	4.047	3461	851.4407
908	274	1	2002	3	58	7	368.4259	238.6606	4.4	3.43995	1.2141	0	0	2459	636.0199
909	274	2	2004	3	60	7	0	439.7169	3.6	4.047	2.0235	1	0.8094	4695	1405.911
910	274	4	2008	3	64	7	773.6944	507.9803	5.2	4.8564	2.0235	1	2.0235	2864	687.0081
911	275	1	2002	3	52	7	331.5833	663.849	2.4	2.8329	3.6423	1	0.8094	3785	1519.843
912	275	2	2004	3	54	7	0	766.7879	2.6	6.0705	4.4517	1	0.8094	4626	2067.217
913	275	3	2006	3	56	7	0	513.5147	2.6	4.4517	4.8564	1	4.8564	3442	597.171
914	275	4	2008	3	58	7	0	625.5954	1.8	4.4517	1.82115	1	1.82115	4482	1355.143
915	276	1	2002	3	54	12	265.2667	863.6849	2.4	12.141	3.2376	1	2.0235	4147	1689.616
916	276	2	2004	3	56	12	792.1157	641.2385	2.6	8.094	2.0235	1	1.6188	3945	1425.902
917	277	1	2002	3	45	4	0	283.2581	4.7	2.4282	1.6188	1	0.4047	2386	576.9747
918	277	2	2004	3	47	4	0	1198.249	3.2	2.4282	1.6188	1	0.8094	3174	926.5245
919	277	3	2006	3	49	4	0	445.5318	3.9	2.22585	1.6188	1	1.6188	2856	357.2011
920	277	4	2008	3	51	4	0	1933.041	1.8	2.22585	1.82115	1	1.82115	4226	1074.548
921	278	1	2002	3	40	7	3223.745	576.4465	2.6	4.047	2.4282	1	1.6188	4573	1176.25
922	278	2	2004	3	42	7	0	937.1532	4.6	3.2376	2.0235	1	0.8094	4546	1691.521
923	278	3	2006	3	44	7	0	584.0566	3.6	3.6423	2.4282	1	2.4282	4623	1887.296
924	279	1	2002	3	65	0	0	174.8051	4	0.8094	0.8094	0	0	3092	1188.148
925	279	2	2004	3	67	0	27.63194	311.8387	4.2	0.8094	0.8094	1	0.8094	3295	1090.337
926	279	3	2006	3	69	0	184.213	321.673	3.8	0.8094	0.8094	1	0.8094	3181	813.7531
927	280	1	2002	3	50	7	276.3194	384.0972	3.6	2.8329	0.60705	0	0	2443	755.0144
928	280	2	2004	3	52	7	0	1066.876	3.6	2.8329	1.82115	1	1.82115	3885	1173.479
929	280	4	2008	3	56	7	0	1746.929	3.5	1.6188	1.6188	1	1.6188	2807	573.1037
930	281	1	2002	3	22	7	0	225.954	1.8	2.0235	1.6188	0	0	2270	551.1939
931	281	2	2004	3	24	7	0	223.5713	1.8	1.6188	1.41645	1	0.8094	4062	1051.416
932	281	3	2006	3	26	7	276.3194	316.9103	2.8	4.047	3.2376	1	3.2376	3569	628.6216
933	281	4	2008	3	28	7	0	389.3833	2.8	2.0235	1.2141	1	1.2141	4191	980.7092
934	282	1	2002	3	38	4	0	393.1736	4.4	3.2376	1.6188	1	0.8094	4364	1533.118
935	282	2	2004	3	40	4	0	535.9482	2.8	1.6188	1.2141	1	1.6188	4171	928.4413
936	282	3	2006	3	42	4	0	298.0886	1.8	3.2376	2.4282	1	2.4282	3463	712.8525
937	283	1	2002	3	50	12	0	363.7259	2.8	7.2846	3.2376	0	0	3379	1264.806
938	283	2	2004	3	52	12	0	1005.002	3.8	6.0705	4.8564	1	3.15666	2473	645.7148
939	283	3	2006	3	54	12	0	309.0623	3.4	7.2846	6.0705	1	1.2141	3070	621.0613
940	283	4	2008	3	56	12	1842.13	666.7084	3.6	6.0705	2.4282	1	2.4282	3204	954.245
941	284	1	2002	3	33	8	110.5278	523.8921	3.2	1.2141	0.8094	0	0	3023	870.977
942	284	2	2004	3	35	8	221.0555	291.86	7.5	2.0235	1.41645	1	1.2141	2435	463.9094
943	284	4	2008	3	39	8	736.8518	1938.163	2.4	1.2141	1.01175	1	1.01175	4483	911.7722
944	285	1	2002	3	48	7	0	157.9155	4	3.6423	2.0235	0	0	2502	875.0905
945	285	2	2004	3	50	7	0	238.4114	5	3.6423	2.0235	1	1.2141	3056	391.4698
946	285	3	2006	3	52	7	0	321.4572	3.4	3.6423	2.22585	1	2.22585	3166	499.6297
947	285	4	2008	3	54	7	0	493.9083	4.3	3.6423	2.4282	1	2.4282	2935	552.6802
948	286	1	2002	3	35	7	184.213	249.5691	2.5	2.4282	1.2141	1	0.4047	3863	914.0146
949	286	2	2004	3	37	7	0	208.5323	3.5	2.4282	1.41645	1	0.8094	3154	546.9063
950	287	1	2002	3	45	0	184.213	135.7407	4.9	2.4282	1.2141	0	0	2319	675.68
951	287	2	2004	3	47	0	18.4213	180.7367	4	2.4282	1.2141	1	0.8094	3514	768.5071
952	287	3	2006	3	49	0	0	176.5505	4.2	2.4282	1.6188	1	1.6188	3019	407.6648
953	287	4	2008	3	51	0	0	316.7335	3.5	2.4282	1.6188	1	1.6188	2593	317.3609
954	288	1	2002	3	48	2	265.2667	488.7156	3.6	1.2141	1.6188	0	0	3497	1334.715
955	288	2	2004	3	50	2	36.84259	910.7322	1.8	1.2141	1.2141	1	0.4047	4081	1628.7
956	288	3	2006	3	52	2	184.213	335.0933	4.2	0.8094	0.4047	1	0.4047	2433	308.2865
957	288	4	2008	3	54	2	736.8518	358.7115	3.4	1.2141	1.2141	1	1.2141	3526	896.2396
958	289	1	2002	3	50	2	0	264.2758	4.6	2.4282	0.8094	1	0.8094	2154	344.3464
959	289	2	2004	3	52	2	36.84259	3847.112	1.8	2.0235	1.6188	1	1.2141	3257	1244.938
960	289	3	2006	3	54	2	0	276.0063	5	2.4282	2.4282	1	2.4282	2483	790.9405
961	289	4	2008	3	56	2	552.6389	380.6568	4.2	2.4282	1.2141	1	1.2141	2184	594.1577
962	290	1	2002	3	60	12	0	105.7694	4.4	5.2611	1.6188	0	0	2310	713.7591
963	290	2	2004	3	62	12	0	505.7602	4	6.0705	1.6188	1	0.8094	3493	1185.937
964	290	3	2006	3	64	12	0	512.3634	4.4	3.6423	2.8329	1	2.8329	3746	1034.36
965	290	4	2008	3	66	12	368.4259	456.1616	5.6	0.8094	0.8094	1	0.8094	3084	965.3229
966	291	1	2002	3	50	12	0	277.0209	5.4	6.8799	2.4282	0	0	2964	1118.289
967	291	2	2004	3	52	12	18.4213	389.286	4.6	2.0235	1.6188	1	0.8094	3387	1361.911
968	291	3	2006	3	54	12	0	577.794	3.4	4.4517	2.4282	1	2.4282	3801	1200.913
969	291	4	2008	3	56	12	1105.278	685.4049	4.2	3.2376	3.2376	1	3.2376	2953	602.3585
970	292	1	2002	3	52	17	1989.5	1473.287	2.4	3.43995	2.0235	1	0.4047	3773	1435.399
971	292	2	2004	3	54	17	2210.555	4227.604	1.6	2.8329	1.82115	0	0	3910	1558.676
972	292	3	2006	3	56	17	1149.489	1182.1	3.2	4.8564	2.4282	1	2.4282	4528	1657.13
973	293	1	2002	3	45	12	5415.861	681.986	2.4	3.2376	1.2141	0	0	3474	760.9075
974	293	2	2004	3	47	12	552.6389	916.985	3.4	3.2376	2.0235	1	2.0235	3313	897.3433
975	293	3	2006	3	49	12	4789.537	793.8685	4.9	3.2376	2.0235	1	2.0235	4516	1256.448
976	293	4	2008	3	51	12	2026.342	1981.9	1.8	3.2376	0.4047	1	0.4047	4246	1325.827
977	294	1	2002	3	40	0	0	86.01969	5.4	1.6188	1.2141	0	0	1748	392.5162
978	294	3	2006	3	44	0	0	441.1064	3.8	1.6188	1.2141	1	1.2141	2885	598.5096
979	295	1	2002	3	42	12	0	565.9417	5.2	2.0235	1.2141	1	0.4047	2555	628.7692
980	295	2	2004	3	44	12	0	721.578	3.6	1.82115	1.82115	1	1.82115	3448	779.893
981	295	3	2006	3	46	12	0	668.5256	5.2	2.0235	2.0235	1	2.0235	3020	463.2332
982	295	4	2008	3	48	12	0	1482.945	5.1	2.0235	2.0235	1	2.0235	2698	721.1877
983	296	1	2002	3	30	10	921.0648	161.5741	3.9	2.22585	1.2141	1	0.4047	2495	620.2361
984	296	2	2004	3	32	10	552.6389	303.4713	4.8	2.8329	1.82115	1	0.8094	2354	545.0007
985	296	4	2008	3	36	10	0	757.7004	5.1	3.2376	2.8329	1	2.8329	2528	704.5435
986	297	1	2002	3	40	0	0	450.3385	3.6	2.4282	1.6188	0	0	2233	572.4335
987	297	2	2004	3	42	0	0	234.925	4.4	3.2376	1.6188	1	1.2141	2931	806.7685
988	297	3	2006	3	44	0	0	303.6429	3.3	2.4282	1.6188	1	1.6188	3814	910.8305
989	298	1	2002	3	35	15	0	208.412	3.5	2.4282	1.2141	1	0.4047	2988	730.2805
990	298	2	2004	3	37	15	0	1774.466	3.4	3.6423	2.63055	1	1.82115	3718	1162.5
991	298	4	2008	3	41	15	0	1289.972	3.3	2.4282	2.22585	1	2.22585	3316	665.2598
992	299	1	2002	3	60	0	0	151.2105	2.5	0.20235	0.20235	0	0	2903	1015.905
993	299	2	2004	3	62	0	55.26389	649.7802	2.6	0.20235	0.20235	0	0	2445	605.2756
994	299	3	2006	3	64	0	0	334.9374	2.6	0.8094	0.4047	1	0.4047	3952	922.9104
995	300	1	2002	3	28	0	265.2667	199.5076	2.5	0.505875	0.303525	0	0	2104	587.6421
996	301	1	2002	3	30	3	0	180.6788	5.6	1.2141	0.8094	0	0	2164	676.2057
997	301	2	2004	3	32	3	41.44791	128.9807	5.6	0.8094	0.8094	1	0.4047	3045	360.0757
998	301	3	2006	3	34	3	110.5278	358.7318	4	1.01175	1.01175	1	1.01175	3271	692.33
999	301	4	2008	3	36	3	0	217.2403	5.9	1.01175	0.8094	1	0.8094	1892	354.9208
1000	302	1	2002	3	49	12	847.3796	263.0201	4.3	1.82115	1.01175	0	0	2188	597.5255
1001	302	2	2004	3	51	12	2210.555	1005.093	1.6	1.41645	1.01175	1	0.4047	4485	2114.641
1002	302	3	2006	3	53	12	2394.768	524.5896	3.2	1.41645	1.2141	1	1.2141	3694	943.4208
1003	302	4	2008	3	55	12	1105.278	1432.941	3.8	4.24935	1.01175	1	1.01175	2960	685.3939
1004	303	1	2002	3	50	3	0	299.5507	3.6	1.2141	0.8094	1	0.4047	3177	829.6617
1005	303	2	2004	3	52	3	110.5278	348.1583	1.8	0.8094	0.8094	1	0.8094	3480	669.5411
1006	303	4	2008	3	56	3	0	204.8884	6.3	1.6188	1.6188	1	1.6188	1599	345.6213
1007	304	1	2002	3	27	12	1473.704	421.3689	4.6	9.7128	3.2376	1	0.8094	3490	1153.999
1008	304	2	2004	3	29	12	2486.875	385.5389	4.6	8.094	4.8564	1	2.4282	2441	323.7786
1009	304	3	2006	3	31	12	921.0648	557.2446	5.4	8.094	4.8564	1	4.8564	2553	566.5172
1010	304	4	2008	3	33	12	322.3727	710.3911	3.6	8.094	4.8564	1	4.8564	3587	1099.744
1011	305	1	2002	3	42	10	685.2722	629.6841	2.6	2.0235	0.8094	0	0	3176	993.687
1012	305	2	2004	3	44	10	331.5833	667.1517	2.8	1.2141	0.8094	1	0.4047	3012	699.5751
1013	305	3	2006	3	46	10	442.1111	514.4479	3.6	2.0235	1.2141	1	1.2141	3933	1457.539
1014	305	4	2008	3	48	10	782.905	798.2786	2.6	3.2376	1.2141	1	1.2141	3994	741.2889
1015	306	1	2002	3	38	10	0	301.1079	3.3	2.8329	1.2141	0	0	2747	1083.399
1016	306	2	2004	3	40	10	0	319.236	3.3	3.2376	1.6188	1	0.8094	4000	1254.893
1017	306	3	2006	3	42	10	0	262.8648	4.4	3.2376	1.6188	1	1.6188	2542	429.0333
1018	307	1	2002	3	50	8	110.5278	94.50143	5.1	2.0235	0.8094	0	0	1776	324.2022
1019	307	2	2004	3	52	8	442.1111	287.1608	2.5	1.2141	0.8094	1	0.8094	4071	1019.499
1020	307	3	2006	3	54	8	0	287.5047	5.2	1.2141	0.8094	1	0.8094	2486	580.8798
1021	308	1	2002	3	27	10	0	118.9167	4.9	3.2376	1.6188	1	0.4047	2281	587.5201
1022	308	2	2004	3	29	10	14.73704	240.2607	4.9	2.4282	1.2141	1	0.60705	2888	803.7468
1023	308	3	2006	3	31	10	0	357.6434	4.3	2.4282	1.6188	1	1.6188	2536	441.3187
1024	308	4	2008	3	33	10	0	389.8554	5.1	2.4282	1.6188	1	1.6188	2146	498.1644
1025	309	1	2002	3	29	7	36.84259	146.0484	3	1.82115	0.4047	0	0	2241	704.0154
1026	309	2	2004	3	31	7	55.26389	164.5975	3.2	1.01175	0.8094	0	0	2074	435.3051
1027	309	3	2006	3	33	7	0	234.9899	3.2	1.01175	1.01175	1	1.01175	3680	710.9932
1028	309	4	2008	3	35	7	0	573.9534	5	1.01175	1.01175	1	1.01175	3774	1075.148
1029	310	1	2002	3	28	10	0	438.2585	3.6	3.2376	1.6188	0	0	2470	1050.254
1030	310	2	2004	3	30	10	0	625.7572	3.8	4.047	2.8329	1	2.0235	4485	2083.376
1031	310	3	2006	3	32	10	0	455.588	3.9	4.047	2.4282	1	2.4282	2858	647.8441
1032	310	4	2008	3	34	10	0	733.1161	3.1	1.6188	1.2141	1	1.2141	2793	1034.662
1033	311	1	2002	3	40	0	184.213	157.817	4.5	4.047	2.0235	1	0.4047	2774	828.8281
1034	311	2	2004	3	42	0	110.5278	1185.982	3.8	2.4282	1.2141	1	0.8094	4300	1924.196
1035	311	3	2006	3	44	0	368.4259	383.6654	4.2	2.8329	1.6188	1	1.6188	3500	691.8728
1036	311	4	2008	3	46	0	1473.704	589.3922	5	2.8329	2.4282	1	2.4282	2181	732.5977
1037	312	1	2002	4	35	8	0	182.8149	4.6	3.2376	0.4047	1	0.4047	3201	298.5701
1038	312	2	2004	4	37	8	64.47453	261.4901	4.9	4.8564	0.4047	1	0.4047	3219	1056.556
1039	313	1	2002	4	37	0	0	119.5404	5	1.41645	0.8094	1	0.4047	4233	530.2799
1040	313	2	2004	4	39	0	179.6076	210.8572	3.3	3.2376	0.4047	1	0.4047	2547	400.4102
1041	313	3	2006	4	41	0	331.5833	136.3841	3.5	1.41645	1.2141	1	1.2141	3776	208.9157
1042	313	4	2008	4	43	0	0	174.7806	3.3	2.8329	1.01175	1	1.01175	2182	790.7847
1043	314	1	2002	4	45	5	3315.833	617.8006	3.2	1.01175	0.4047	1	0.4047	3373	1018.13
1044	315	1	2002	4	47	8	0	309.7603	6.2	0.8094	0.4047	0	0	3148	848.1239
1045	315	2	2004	4	49	8	1105.278	815.5677	5.2	1.82115	0.4047	1	0.4047	4020	1182.571
1046	315	4	2008	4	53	8	3315.833	1759.706	2.4	0.9469979	0.4047	1	0.4047	4472	1346.282
1047	316	1	2002	4	43	8	442.1111	329.4337	3.2	1.112925	0.8094	0	0	3252	1211.785
1048	316	2	2004	4	45	8	681.5879	839.3315	3.3	2.8329	1.2141	1	0.4047	3521	1316.234
1049	316	3	2006	4	47	8	0	547.8975	3	2.8329	1.2141	0	0	3638	1329.028
1050	316	4	2008	4	49	8	663.1666	1036.626	3.3	2.22585	0.8094	1	0.8094	3023	1053.21
1051	317	1	2002	4	54	12	3094.778	810.5687	4.3	2.22585	0.8094	1	0.4047	4621	1645.85
1052	317	2	2004	4	56	12	13263.33	1735.88	2.3	2.8329	2.0235	0	0	4034	1511.425
1053	318	1	2002	4	56	0	0	278.6295	6.4	3.2376	1.82115	1	0.4047	3579	241.0692
1054	318	2	2004	4	58	0	11.23699	225.9493	6.5	3.2376	1.6188	1	1.2141	2540	659.7137
1055	318	3	2006	4	60	0	0	192.5536	6.2	1.01175	0.60705	0	0	1682	356.8298
1056	318	4	2008	4	62	0	9.210648	607.3402	4.1	2.22585	0.4047	1	0.4047	2331	549.9055
1057	319	1	2002	4	60	5	110.5278	570.0944	2.6	2.0235	0.8094	0	0	3124	1002.495
1058	319	2	2004	4	62	5	478.9537	468.8358	2.6	2.0235	0.4047	1	0.4047	3929	938.3485
1059	319	3	2006	4	64	5	1105.278	249.4716	3.9	1.41645	0.60705	1	0.60705	2755	613.9545
1060	319	4	2008	4	66	5	0	611.0972	2.8	1.41645	0.8094	1	0.8094	3688	838.0251
1061	320	1	2002	4	56	8	232.1083	392.8067	5	1.82115	0.4047	1	0.4047	4177	1035.076
1062	321	1	2002	4	52	15	4052.703	370.5868	6.4	3.6423	0.60705	1	0.60705	3186	785.2057
1063	322	1	2002	4	75	0	88.42222	207.0168	2.4	1.01175	0.303525	1	0.303525	2507	1285.827
1064	322	2	2004	4	77	0	267.1088	330.9459	0.8	0.16188	0.16188	0	0	3400	107.6387
1065	323	1	2002	4	63	0	0.6447453	425.5741	4.4	1.800915	0.32376	1	0.32376	3737	1414.521
1066	323	2	2004	4	65	0	92.10648	345.3615	3.3	1.2141	1.2141	1	0.4047	3164	1063.708
1067	324	1	2002	4	55	5	0	514.3209	4.3	1.922325	0.708225	1	0.4047	3906	1227.386
1068	324	2	2004	4	57	5	92.10648	434.1292	3.6	2.0235	0.8094	1	1.2141	4063	823.5371
1069	325	1	2002	4	67	5	0	261.7973	2.6	1.01175	0.4047	1	0.4047	3937	644.729
1070	325	2	2004	4	69	5	396.0578	271.3203	2.6	1.112925	0.20235	0	0	3412	878.8443
1071	326	1	2002	4	50	5	0	189.3229	5.3	2.4282	0.708225	1	0.303525	2807	448.088
1072	326	2	2004	4	52	5	893.4328	1086.892	3.4	2.529375	0.505875	1	0.4047	3554	934.3461
1073	326	3	2006	4	54	5	1326.333	445.6937	3.4	4.8564	0.4047	1	0.4047	3633	631.3589
1074	326	4	2008	4	56	5	3684.259	595.826	3.4	4.8564	0.4047	1	0.4047	4045	864.3801
1075	327	1	2002	4	62	5	486.3222	190.4473	2.5	0.505875	0.60705	0	0	3249	904.4277
1076	327	2	2004	4	64	5	0	751.8531	1.8	1.517625	0.8094	0	0	3316	959.4235
1077	327	3	2006	4	66	5	0	309.9168	1.8	0.60705	0.4047	1	0.4047	3191	693.0161
1078	327	4	2008	4	68	5	921.0648	632.0757	3.8	0.8094	0.4047	1	0.4047	3041	782.8047
1079	328	1	2002	4	53	11	1105.278	227.5815	4.2	6.0705	0.60705	1	0.60705	3958	1040.908
1080	328	3	2006	4	57	11	1105.278	432.2914	3.8	4.047	1.2141	1	1.2141	3906	1029.148
1081	329	1	2002	4	60	0	55.26389	276.709	5	2.0235	0.4047	0	0	2321	480.9885
1082	329	2	2004	4	62	0	221.0555	292.1479	2.2	2.0235	0.8094	0	0	3801	1266.42
1083	329	3	2006	4	64	0	0	333.056	1.8	2.0235	0.8094	1	0.4047	3207	788.1458
1084	329	4	2008	4	66	0	0	231.2645	5.7	2.0235	0.20235	1	0.20235	2058	353.8365
1085	330	1	2002	4	55	5	442.1111	462.6344	2.8	0	0.20235	1	0.20235	4604	1477.208
1086	330	2	2004	4	57	5	442.1111	158.4311	3.6	2.4282	1.01175	1	0.8094	2665	612.8459
1087	331	1	2002	4	60	8	442.1111	209.5014	3.4	1.6188	0.4047	0	0	2509	702.8082
1088	332	1	2002	4	51	7	0	561.5921	2.8	2.4282	0.20235	1	0.28329	3965	1340.147
1089	332	2	2004	4	53	7	18.4213	650.4092	2.8	1.6188	0.4047	1	0.4047	2912	804.1001
1090	332	3	2006	4	55	7	0	517.5399	2.6	2.8329	0.8094	1	0.8094	3499	402.8131
1091	333	1	2002	4	50	7	1145.805	562.3738	3.9	4.047	0.505875	1	0.505875	3882	1039.985
